description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                A charismatic psycho suspected of killing two innocent campers in a cold-blooded double homicide grows increasingly unstable as his suburban empire starts to crack at the foundations in director Chris Sivertson's adaptation of author Jack Ketchum's chilling take on the 1960s-era Charles Schmid murders. Ray Pye (Chris Senter) may be well out of high school, but the kids in his sleepy town are strangely drawn to the drug-dealing outsider who stuffs cans in his boots to boost his stature and sports pancake make-up to cast a rock-star aura. But Ray Pye isn't just eccentric, he's downright dangerous. It was during a weekend camping excursion with his sometime-girlfriend Jennifer Fitch (Shay Astar) and best pal Tim Best (Alex Frost) that Ray shot a pair of pretty campers simply to satisfy his own morbid curiosity, and after bullying his friends into silence, the case would go strangely unsolved. Despite the fact that one of the girls eventually managed to escape, she lay comatose in the hospital for months on end before eventually succumbing to her wounds. Local detective Charlie Schilling (Michael Bowen) suspected Ray of the crime from the very beginning, and now that the girl has died without being able to identify her killer, Schilling is determined to ensure that justice is served. These days the womanizing Pye has turned his attentions away from Jennifer and toward newly arrived rich girl Katherine Wallace (Robin Sydney) and innocent Sally Richmond (Megan Henning) -- a recent high-school graduate who, unbeknownst to Ray, is involved in a tender May-December romance with retired cop Ed Anderson (Ed Lauter). Now, as Katherine and Sally reject Ray's advances, and Tim and Jennifer's once undying loyalty begins to slip, the increasingly unstable pied piper's fragile ego spirals into an explosive tailspin. With the rage that's bubbling up in Ray threatening to send him on a murderous rampage, Detective Schilling and Ed Anderson desperately attempt to gather the evidence needed to arrest the swaggering psychopath before more lives are lost.
            ","R
                    ",Chris Sivertson,NA,NA,Chris Sivertson,NA,NA,NA,"May 2, 2008
                        ","Mar 18, 2008
                        ","
                            119 minutes
                        ","
                        Anchor Bay Entertainment
                    ","
                Marc Senter
            ","
                Shay Astar
            ","
                Alex Frost
            ","
                Megan Henning
            ","
                Robin Sydney
            ","
                Max Bowen
            ","
                                The Lost
                            ",2008,No consensus yet.,"
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",83,6,62,738,132941,6.29,7.5,1,3.46,140,89,157,https://www.rottentomatoes.com/m/the-lost
"
                Carlos is the most prestigious tailor in Granada, Spain. His life is a study in details, from the meticulous suits he creates for wealthy clients to the macabre murders he executes in the shadows. He performs these gruesome acts, including dining on the women he kills, without guilt or remorse. When Nina, a beautiful young immigrant from Romania, comes looking for her missing twin sister, she awakens in Carlos a kind of love he'd long since written off. As their relationship builds, based on secrets and deception, Nina's pure innocence will become undeniable, even by Carlos, a man driven by a dark secret. Cannibal is, in the end, a demon's love story. (c) Film Movement
            ","NR
                    ",Manuel Martn Cuenca,NA,NA,Alejandro Hernndez,Manuel Martn Cuenca,NA,NA,"Jul 25, 2014
                        ","Oct 13, 2014
                        ","
                            116 minutes
                        ","
                        Film Movement
                    ","
                Antonio de la Torre
            ","
                Olimpia Melinte
            ","
                Olimipa Melinte
            ","
                Mara Alfonsa Rosso
            ","
                Florin Fildan
            ","
                Manolo Solo
            ","
                                Cannibal
                            ",2014,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Mystery & Suspense
                        
                    ",64,14,36,293,137353,5.97,7.08,5,2.83,39,70,112,https://www.rottentomatoes.com/m/cannibal_2014
"
                Spend seven weeks in a London community where the lunatics literally run the asylum as filmmaker Peter Robinson and a sparse skeleton crew check in to the radical Archway Community of controversial psychiatrist R.D. Liang. Operating under the theory that the only way schizophrenic to truly recover is for them to live in an environment where they are free to do as they please but also held accountable for their actions, the Archway Community houses a tribal society of deeply disturbed souls. From the intellectual but increasingly menacing ramblings of attention starved David to the infantile regressions of beautiful but desperate Julia, the residents of this experimental community are forced to look inward for the answers to the haunting questions that bind them.
            ","PG
                    ",Peter Robinson,NA,NA,NA,NA,NA,NA,"Nov 17, 1972
                        ","Jul 25, 2006
                        ","
                            96 minutes
                        ","
                        Cinerama Releasing Corporation
                    ","
                R.D. Laing
            ",NA,NA,NA,NA,NA,Asylum,NA,No consensus yet.,"
                        
                        Documentary, 
                        
                        Horror, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy, 
                        
                        Special Interest, 
                        
                        Romance
                        
                    ",67,12,48,296,132620,6.62,6.5,2,3.27,51,56,70,https://www.rottentomatoes.com/m/1001294-asylum
"
                Holly Rowe's retiring, kissing her callgirl life goodbye. She just has to get through her last night on the job. Shay Ryan's a teenage runaway, broke and alone. She just has to get through her first night as a hooker. Then fate throws them together on a job that goes horribly wrong and they're trapped on an out-of-control roller coaster ride, through the twilight zone of sex-for-sale.
            ","NR
                    ",Jon Hewitt,NA,NA,Jon Hewitt,Belinda McClory,NA,NA,"Apr 8, 2011
                        ","Aug 29, 2011
                        ","
                            99 minutes
                        ","
                        IFC
                    ","
                Viva Bianca
            ","
                Peter Docker
            ","
                Eamon Farren
            ","
                Hanna Mangan Lawrence
            ","
                Belinda McClory
            ","
                Stephen Phillips
            ","
                                X: Night of Vengeance
                            ",2011,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",70,20,37,402,133538,5.47,4.67,3,2.92,71,123,151,https://www.rottentomatoes.com/m/x_night_of_vengeance
"
                THE LITTLE STRANGER tells the story of Dr Faraday, the son of a housemaid, who has built a life of quiet respectability as a country doctor. During the long hot summer of 1948, he is called to a patient at Hundreds Hall, where his mother once worked. The Hall has been home to the Ayres family for more than two centuries. But it is now in decline and its inhabitants - mother, son and daughter - are haunted by something more ominous than a dying way of life. When he takes on his new patient, Faraday has no idea how closely, and how disturbingly, the family's story is about to become entwined with his own
            ","R (for some disturbing bloody images)
                    ",Lenny Abrahamson,NA,NA,Lucinda Coxon,NA,NA,NA,"Aug 31, 2018
                        ","Nov 27, 2018
                        ",NA,"
                        Focus Features
                    ","
                Domhnall Gleeson
            ","
                Ruth Wilson
            ","
                Will Poulter
            ","
                Charlotte Rampling
            ","
                Darren Kent
            ",NA,The Little Stranger,NA,The Little Stranger's reliance on atmosphere may satisfy audiences in the mood for sophisticated horror fare -- while frustrating those seeking more visceral thrills.,"
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",65,137,36,554,134520,6.49,6.76,31,2.9,86,154,933,https://www.rottentomatoes.com/m/the_little_stranger_2018
"
                Fed up with the human indecency she sees around her and set off by her home being burglarized, Ruth (Melanie Lynskey) teams up with her martial arts-crazed neighbor (Elijah Wood) to exact vengeance. However, the duo soon finds themselves deep into a world they know little about. Macon Blair directed this crime thriller.
            ","NR
                    ",Macon Blair,NA,NA,Macon Blair,NA,NA,NA,"Feb 24, 2017
                        ","Feb 24, 2017
                        ","
                            96 minutes
                        ","
                        Film Science
                    ","
                Melanie Lynskey
            ","
                Elijah Wood
            ","
                David Yow
            ","
                Jane Levy
            ","
                Devon Graye
            ","
                Christine Woods
            ",I don't feel at home in this world anymore.,NA,"I don't feel at home in this world anymore. transcends its unwieldy title to offer timely, intoxicatingly dark observations on gender dynamics and social norms in modern America.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",89,63,77,4,136595,7.38,7.3,12,3.73,1543,469,2528,https://www.rottentomatoes.com/m/i_dont_feel_at_home_in_this_world_anymore
"
                The Ides of March takes place during the frantic last days before a heavily contested Ohio presidential primary, when an up-and-coming campaign press secretary (Ryan Gosling) finds himself involved in a political scandal that threatens to upend his candidate's shot at the presidency. -- (C) Sony Pictures
            ","R (for pervasive language)
                    ",George Clooney,NA,NA,George Clooney,Grant Heslov,Beau Willimon,Beau Williams,"Oct 7, 2011
                        ","Jan 17, 2012
                        ","
                            102 minutes
                        ","
                        Sony Pictures
                    ","
                Ryan Gosling
            ","
                George Clooney
            ","
                Philip Seymour Hoffman
            ","
                Paul Giamatti
            ","
                Evan Rachel Wood
            ","
                Marisa Tomei
            ","
                                The Ides of March
                            ",2011,"While not exactly exposing revelatory truths, The Ides of March is supremely well-acted drama that moves at a measured, confident clip.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",84,239,73,63,141575,7.37,7.3,55,3.62,20989,7949,23814,https://www.rottentomatoes.com/m/the_ides_of_march
"
                Directed by former critic Chen Kuo-fu, Shuang Tong (Double Vision) is a Taiwanese effort at combining various aspects of the crime and horror genres with the excitement of martial arts. Led by detective Li Feng-po (Leon Dai), a group of detectives use physical violence to get a confession from a suspected criminal. Meanwhile, several murders are occuring--a business man is found drowned in his office; a politicians mistress (Chiang Hui-hui) is burnt to death in her apartment, and an American clerk (Geo Gerstein) is eviscerated in his own church. Without a background in finding serial killers, the Taiwan authorties see fit to call the FBI. Agent Kevin Richter (David Morse) teams up with foreign affairs officer Huang Huo-tu (Tony Leung Kar-fai), and the pair sets off on a surreal trail which leads them through psychedelic fungus and a strange Taoist cult fun by former-businessmen. Eventually, Huang's (Leung Kar-fai) own inner demons are exposed and turned against him in a violent conclusion.
            ","R (violence)
                    ",Chen Kuo-fu,NA,NA,Chen Kuo-fu,Chao-Bin Su,Su Chao-pin,NA,"Dec 31, 2002
                        ","Aug 5, 2003
                        ","
                            110 minutes
                        ","
                        Sony Pictures Home Entertainment
                    ","
                Tony Leung Ka Fai
            ","
                David Morse
            ","
                Rene Liu
            ","
                Leon Dai
            ","
                Yang Kwei-mei
            ","
                Wei-Han Huang
            ",Double Vision,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Art House & International, 
                        
                        Horror, 
                        
                        Musical & Performing Arts, 
                        
                        Mystery & Suspense
                        
                    ",60,5,44,1,132183,6.2,0,0,3.15,64,80,132,https://www.rottentomatoes.com/m/1123192-double_vision
"
                Lead by a former subway operator, a team of criminals takes the occupants of a subway train hostage, demanding a ransom of one million dollars. The transit authorities and New York police cooperate in an attempt to rescue the hostages before time runs out in this acclaimed suspense drama.
            ","R
                    ",Joseph Sargent,NA,NA,Peter Stone,NA,NA,NA,"Oct 2, 1974
                        ","May 15, 2001
                        ","
                            104 minutes
                        ","
                        United Artists
                    ","
                Walter Matthau
            ","
                Robert Shaw
            ","
                Martin Balsam
            ","
                Hector Elizondo
            ","
                Earl Hindman
            ","
                James Broderick
            ","
                                The Taking of Pelham One Two Three
                            ",1974,"Breezy, thrilling, and quite funny, The Taking of Pelham One Two Three sees Walter Matthau and Robert Shaw pitted against each other in effortlessly high form.","
                        
                        Action & Adventure, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",100,38,88,9,132647,8.15,7.81,10,4.04,2270,322,1365,https://www.rottentomatoes.com/m/the_taking_of_pelham_one_two_three
"
                The definitive Humphrey Bogart/Lauren Bacall vehicle, The Big Sleep casts Bogart as Raymond Chandler's cynical private eye Philip Marlowe. Summoned to the home of the fabulously wealthy General Sternwood (Charles Waldron), Marlowe is hired to deal with a blackmailer shaking down the General's sensuous, thumb-sucking daughter Carmen (Martha Vickers). This earns Marlowe the displeasure of Carmen's sloe-eyed, seemingly straight-laced older sister Vivian (Bacall), who is fiercely protective of her somewhat addled sibling. As he pursues the case at hand, Marlowe gets mixed up in the murder of Arthur Geiger (Theodore von Eltz), a dealer in pornography. He also runs afoul of gambling-house proprietor Eddie Mars (John Ridgely), who seems to have some sort of hold over the enigmatic Vivian. Any further attempts to outline the plot would be futile: the storyline becomes so complicated and convoluted that even screenwriters William Faulkner, Leigh Brackett, and Jules Furthmann were forced to consult Raymond Chandler for advice (he was as confused by the plot as the screenwriters). When originally prepared for release in 1945, The Big Sleep featured a long exposition scene featuring police detective Bernie Ohls (Regis Toomey) explaining the more obscure plot details. This expository scene was ultimately sacrificed, along with several others, in favor of building up Bacall's part; for instance, a climactic sequence was reshot to emphasize sexual electricity between Bogart and Bacall, obliging Warners to replace a supporting player who'd gone on to another project. The end result was one of the most famously baffling film noirs but also one of the most successful in sheer star power. ~ Hal Erickson, Rovi
            ","PG
                    ",Howard Hawks,NA,NA,William Faulkner,Leigh Brackett,Jules Furthman,NA,"Aug 31, 1946
                        ","Feb 15, 2000
                        ","
                            116 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Humphrey Bogart
            ","
                Lauren Bacall
            ","
                Martha Vickers
            ","
                Dorothy Malone
            ","
                John Ridgely
            ","
                Louis Jean Heydt
            ","
                                The Big Sleep
                            ",1946,"A perfect match of screenplay, director, and leading man, The Big Sleep stands as a towering achievement in film noir whose grim vitality remains undimmed.","
                        
                        Classics, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",97,64,91,33,132520,8.77,8.14,15,4.26,5029,518,5732,https://www.rottentomatoes.com/m/1002352-big_sleep
"
                Neighbors Spencer (Scott Speedman) and Louise (Emily Hampshire) have bonded over their fascination with a recent string of murders terrorizing their community. When a new tenant named Victor (Jay Baruchel) arrives in the building, all three quickly hit it off. But as they soon discover, each of them has their own dark secret. As the violence outside mounts, the city retreats indoors for safety. But the more time these three spend together in their apartment building, the clearer it becomes that what they once thought of as a safe haven is as dangerous as any outside terrors they could imagine. Smart dialogue, strong performances and jarring thrills give this film all the elements of a great mystery. -- (C) Magnolia
            ","R (adult situations/language, nudity, sex, violence)
                    ",Jacob Tierney,NA,NA,Jacob Tierney,NA,NA,NA,"Jul 29, 2011
                        ","Sep 27, 2011
                        ","
                            98 minutes
                        ","
                        Magnolia Pictures
                    ","
                Scott Speedman
            ","
                Emily Hampshire
            ","
                Jay Baruchel
            ","
                Anne-Marie Cadieux
            ","
                Micheline Lanctt
            ","
                Gary Farmer
            ","
                                Good Neighbors
                            ",2011,No consensus yet.,"
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",67,30,35,2,141206,5.86,6.54,11,2.9,251,466,1027,https://www.rottentomatoes.com/m/good_neighbors_2011
"
                In the sequel to Our Man Flint, secret agent James Coburn wages war on a female secret society that is plotting world domination.
            ","G
                    ",Gordon Douglas,NA,NA,Hal Fimberg,NA,NA,NA,"Jan 1, 1967
                        ","Jul 16, 2002
                        ","
                            115 minutes
                        ","
                        Twentieth Century Fox Home Entertainment
                    ","
                James Coburn
            ","
                Jean Hale
            ","
                Lee J. Cobb
            ","
                Anna Lee
            ","
                Andrew Duggan
            ","
                Hanna Landy
            ","
                                In Like Flint
                            ",1967,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Classics, 
                        
                        Comedy, 
                        
                        Mystery & Suspense
                        
                    ",71,17,51,2,133997,6.21,3.75,1,3.33,161,152,338,https://www.rottentomatoes.com/m/in_like_flint
"
                A brilliant scientist's marriage is strained by his devotion to his latest project, the creation of an intelligent supercomputer. When this tension drives the scientist to move out, the computer decides to take over the house and impregnate the scientist's wife in this technological horror film.
            ","R
                    ",Donald Cammell,NA,NA,Robert Jaffe,Roger O. Hirson,NA,NA,"Apr 8, 1977
                        ","Oct 4, 2005
                        ","
                            94 minutes
                        ","
                        United Artists
                    ","
                Julie Christie
            ","
                Fritz Weaver
            ","
                Gerrit Graham
            ","
                Robert Vaughn
            ","
                Berry Kroeger
            ","
                Barry Kroger
            ","
                                Demon Seed
                            ",1977,No consensus yet.,"
                        
                        Horror, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy
                        
                    ",60,20,46,4,134470,6.07,0,2,3.21,228,264,588,https://www.rottentomatoes.com/m/demon_seed
"
                Cinema icon Al Pacino joins a powerhouse cast headed by of George Clooney, Brad Pitt, Matt Damon, Andy Garcia, Don Cheadle, Bernie Mac, and series newcomer Ellen Barkin for this, the third installment of director Steven Soderbergh's popular series of glitzy crime comedies. The only hotelier in Las Vegas who can claim that each and every one of his establishments has earned the Royal Review Board's Five Diamond Award, Willy Bank (Pacino) has made more than his share of enemies during his impressive ascent. While most of Bank's adversaries amount to little more than the occasional nuisance, however, this powerful player is about to find out that picking your enemies in Las Vegas can be a true gamble. In betraying Reuben Tishkoff (Elliott Gould), Bank has finally crossed the one man who could bring his entire empire crumbling to the ground -- Danny Ocean (Clooney). Now Reuben is in critical condition, and Ocean is determined to strike back at the man who nearly murdered his mentor. Bank may have taken down one of the original Ocean's Eleven, but his efforts only managed to unite the remaining ten closer than ever before. As the opening of Bank's newest casino draws near, Danny and the crew set into motion a bold plan to humiliate the cocksure casino owner and forever tarnish his spotless reputation. It won't be easy, but if Ocean and his team can get their elaborate plan together in time for the opening of The Bank, they just might be able to deliver some serious Las Vegas justice. ~ Jason Buchanan, Rovi
            ","PG-13 (for brief sensuality)
                    ",Steven Soderbergh,NA,NA,Steven Soderbergh,Brian Koppelman,David Levien,NA,"Jun 8, 2007
                        ","Nov 13, 2007
                        ","
                            122 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                George Clooney
            ","
                Brad Pitt
            ","
                Matt Damon
            ","
                Bernie Mac
            ","
                Don Cheadle
            ","
                Carl Reiner
            ",Ocean's Thirteen,NA,"Ocean's Thirteen reverts to the formula of the first installment, and the result is another slick and entertaining heist film.","
                        
                        Action & Adventure, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",70,199,75,1,141494,6.37,6.03,54,3.74,138135,46079,638362,https://www.rottentomatoes.com/m/oceans_thirteen
"
                A devastating betrayal sends James Bond from Australia to Italy and South America on a mission of vengeance that pits the suave super-spy against a powerful businessman with diabolical intentions. Betrayed by Vesper, 007 (Daniel Craig) suppresses the urge to make his latest mission personal as he teams with M (Judi Dench) to interrogate Mr. White (Jesper Christensen). It soon becomes apparent that the organization behind the blackmailing of Vesper is more powerful than Bond and M had previously anticipated, and after discovering forensic evidence that links an MI6 traitor to a bank in Haiti, Bond immediately sets out to gather more intelligence. Once in Haiti, a case of mistaken identity leads Bond into the company of the ravishing Camille (Olga Kurylenko), a dangerous beauty with her own vendetta. It's Camille who leads Bond to a ruthless businessman named Dominic Greene (Mathieu Amalric), who is soon revealed to be the mastermind of a powerful but clandestine organization. Greene is conspiring to corner the market on one of the world's most precious natural resources, and in order to make that happen he has forged a deal with an exiled general named Medrano (Joaquin Cosio). By enlisting the aid of his many associates and using his vast resources to force contacts within the CIA and the British government into bending to his will, Greene plans to overthrow the current regime of a Latin American country and hand control over to General Medrano in exchange for a parcel of land that appears barren on the surface, but actually houses a natural resource that will make Greene the most powerful man on the planet. But Bond's mission to uncover the culprit who blackmailed Vesper and prevent Dominic Greene from exerting his will on the entire world won't be easy, because now everyone from the CIA to the terrorists and even M are out to get him. ~ Jason Buchanan, Rovi
            ","PG-13 (for intense sequences of violence and action, and some sexual content)
                    ",Marc Forster,NA,NA,Neal Purvis,Robert Wade,Paul Haggis,Marc Forster,"Nov 14, 2008
                        ","Mar 24, 2009
                        ","
                            105 minutes
                        ","
                        Sony/MGM
                    ","
                Daniel Craig
            ","
                Olga Kurylenko
            ","
                Mathieu Amalric
            ","
                Judi Dench
            ","
                Jeffrey Wright
            ","
                Giancarlo Giannini
            ","
                                Quantum of Solace
                            ",2008,"Brutal and breathless, Quantum Of Solace delivers tender emotions along with frenetic action, but coming on the heels of Casino Royale, it's still a bit of a disappointment.","
                        
                        Action & Adventure, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",65,293,58,431,141484,6.16,5.91,58,3.39,37323,27167,148753,https://www.rottentomatoes.com/m/quantum_of_solace
"
                In this hit '80s hybrid of the horror movie and the teen flick, a single mom and her two sons become involved with a pack of vampires when they move into an offbeat Northern California town. Lucy (Dianne Wiest) and her sons, Michael (Jason Patric) and Sam (Corey Haim), move to Santa Carla to live with Lucy's lovable but curmudgeonly father (Barnard Hughes). Lucy gets a job from video-store owner Max (Edward Herrmann), then begins dating him, while Sam hangs out with Edward and Alan Frog (Corey Feldman and Jamison Newlander), a pair of vampire-obsessed comic-shop clerks. Soon Michael falls in with some actual vampires after becoming enamored of one of their victims: Star (Jami Gertz), a gypsy-like vixen who is trying to hold on to her humanity even though vampire leader David (Kiefer Sutherland) wants to play Peter Pan to her Wendy. When Michael visits the cavernous hangout of David and his cronies and unwittingly drinks from a wine bottle full of vampiric blood, he becomes an unwilling member of the bloodsucker biker gang. Soon, it's up to Sam and the Frog brothers to destroy David and his ilk without killing Michael and Star. Shot on location in the coastal California town of Santa Cruz and directed by Hollywood pro Joel Schumacher, The Lost Boys became a pop-culture phenomenon thanks to its attractive young stars, offbeat soundtrack, and hip, clever marketing campaign. The film's tagline -- ""Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire."" -- perfectly captured its knowing mixture of attitude and gore. The effects team who transformed Sutherland and company into snarling bloodsuckers would go on to provide equally gruesome effects for Blade, another revisionist vampire flick, more than a decade later. ~ Brian J. Dillard, Rovi
            ","R (adult situations/language, violence)
                    ",Joel Schumacher,NA,NA,Jan Fischer,James Jeremias,Chris Columbus,Jeffrey Boam,"Jul 31, 1987
                        ","Jan 27, 1998
                        ","
                            97 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Corey Haim
            ","
                Jason Patric
            ","
                Dianne Wiest
            ","
                Jason Hain
            ","
                Edward Herrmann
            ","
                Barnard Hughes
            ",The Lost Boys,NA,"Flawed but eminently watchable, Joel Schumacher's teen vampire thriller blends horror, humor, and plenty of visual style with standout performances from a cast full of young 1980s stars.","
                        
                        Action & Adventure, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",75,65,85,274,136333,6.34,5.96,12,4.16,28339,4821,29707,https://www.rottentomatoes.com/m/lost_boys
"
                Frank Bigelow (Edmond O'Brien), a certified public accountant, goes on vacation in San Francisco. Awakening after a night of drinking, Frank feels sick and is informed by a doctor that he is suffering from ""iridium"" poisoning and has only a few days to live. Determined to find his killer, and aided by his secretary and fianc Paula (Pamela Britton), Frank traces a shipment of iridium which he notarized to Los Angeles. Arriving in Los Angeles, Frank finds the killers, and, after a thrilling chase, kills them, later telling his story to the police. Told entirely in flashbacks -- with the unusual perspective of a murder victim functioning as his own detective, combined with the arbitrary nature of the motive and the circumstances leading to his poisoning -- D.O.A. is an unusually cynical, memorable film. Directed by Rudolph Mate, the film is fast-paced and suspenseful. The use of jazz music, combined with intense close-ups of the musicians, adds to the chaotic, claustrophobic feeling of the film. Edmond O'Brien is excellent as an ordinary man doomed by circumstance and trapped in a nightmare world.
            ","NR
                    ",Rudolph Mat,NA,NA,Clarence Greene,Russell Rouse,NA,NA,"Apr 30, 1950
                        ","Apr 30, 1950
                        ","
                            83 minutes
                        ","
                        Acme DVD Works
                    ","
                Edmond O'Brien
            ","
                Pamela Britton
            ","
                Luther Adler
            ","
                Beverly Campbell
            ","
                Beverly Garland
            ","
                Lynne Baggett
            ","
                                D.O.A.
                            ",1950,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",88,24,77,2,132961,7.62,8,4,3.72,378,116,296,https://www.rottentomatoes.com/m/1005107-doa
"
                Based on true events, Argo chronicles the life-or-death covert operation to rescue six Americans, which unfolded behind the scenes of the Iran hostage crisis-the truth of which was unknown by the public for decades. On November 4, 1979, as the Iranian revolution reaches its boiling point, militants storm the U.S. embassy in Tehran, taking 52 Americans hostage. But, in the midst of the chaos, six Americans manage to slip away and find refuge in the home of the Canadian ambassador. Knowing it is only a matter of time before the six are found out and likely killed, a CIA ""exfiltration"" specialist named Tony Mendez (Ben Affleck) comes up with a risky plan to get them safely out of the country. A plan so incredible, it could only happen in the movies. -- (C) Warner Bros.
            ","R (for language and some violent images)
                    ",Ben Affleck,NA,NA,Chris Terrio,NA,NA,NA,"Oct 12, 2012
                        ","Feb 19, 2013
                        ","
                            120 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Ben Affleck
            ","
                Alan Arkin
            ","
                John Goodman
            ","
                Bryan Cranston
            ","
                Taylor Schilling
            ","
                Tate Donovan
            ","
                                Argo
                            ",2012,"Tense, exciting, and often darkly comic, Argo recreates a historical event with vivid attention to detail and finely wrought characters.","
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",96,352,90,208,141464,8.37,8.2,63,4.21,79422,9148,108187,https://www.rottentomatoes.com/m/argo_2012
"
                Successful LA marketing analyst Michael Boll (James Spader) seemingly has it all -- except a sense of self-confidence. Enigmatic drifter Alex (Rob Lowe) enters Michael's life and immediately begins to exert a negative influence. As Michael's self-esteem zooms (aided by generous dollops of sex and drugs) he allows himself to be dragooned into a life of crime by the demonic Alex. The ""doppelganger"" aspects of Bad Influence, and the film's many unexpected twists and turns, echo films of Alfred Hitchcock, especially Strangers on a Train. The film's boldest stroke is to cast the likeable Lowe as the bad guy (albeit a charming one) and the often villainous Spader as the malleable milquetoast.
            ","R (adult situations/language, nudity, violence)
                    ",Curtis Hanson,NA,NA,David Koepp,NA,NA,NA,"Mar 9, 1990
                        ","Dec 3, 2002
                        ","
                            105 minutes
                        ","
                        Sony Pictures Home Entertainment
                    ","
                Rob Lowe
            ","
                James Spader
            ","
                Lisa Zane
            ","
                Christian Clemenson
            ","
                Kathleen Wilhoite
            ","
                Tony Maggio
            ","
                                Bad Influence
                            ",1990,No consensus yet.,"
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",71,17,51,4,132964,6.18,7.83,3,3.32,206,201,479,https://www.rottentomatoes.com/m/bad_influence
"
                Set in a city suspiciously like Los Angeles, both blazingly modern and resolutely retro in look and feel. A jazz musician, tortured by the notion that his wife is having an affair, suddenly finds himself accused of her murder. In a parallel story, a young mechanic is drawn into a web of deceit by a temptress who is cheating on her gangster boyfriend. These two tales are linked by the fact that both women may, in fact, be the same woman. The men are also connected by a mysterious turn of events that calls into question their very identities.
            ","R
                    ",David Lynch,NA,NA,David Lynch,Barry Gifford,NA,NA,"Feb 21, 1997
                        ","Mar 25, 2008
                        ","
                            135 minutes
                        ","
                        Universal Pictures
                    ","
                Bill Pullman
            ","
                Patricia Arquette
            ","
                Balthazar Getty
            ","
                Natasha Gregson Wagner
            ","
                Richard Pryor
            ","
                Lisa Boyle
            ","
                                Lost Highway
                            ",1997,"Marking a further escalation in David Lynch's surrealist style, Lost Highway is a foreboding mystery that arguably leads to a dead end, although it is signposted throughout with some of the director's most haunting images yet.","
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",60,43,87,57,134442,6.2,6,7,4.16,11801,1787,7440,https://www.rottentomatoes.com/m/lost_highway
"
                Black Christmas is an effective, frightening above average slasher movie with a good cast and a frightening, surprise ending. Barb (Margot Kidder) and Jess (Olivia Hussey) are lonely sorority sisters who are having a Christmas party in their sorority house during the Christmas break. Peter (Keir Dullea) is a mad-killer who terrorizes the women by making threatening telephone calls. As the body count mounts, the women realize that the killer may be in the house. Black Christmas, one of the first of the slasher pictures, is still frightening despite some plot devices which have now become standard and predictable. Director Bob Clark uses his excellent cast to great effect, and the script, written by Roy Moore, has some great plot twists and a good, scary surprise ending. Black Christmas has also been released as Silent Night, Evil Night and Stranger in the House.
            ","R
                    ",Bob Clark,NA,NA,Roy Moore,Reginald Morris,NA,NA,"Dec 20, 1974
                        ","Nov 6, 2001
                        ","
                            93 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Olivia Hussey
            ","
                Keir Dullea
            ","
                Margot Kidder
            ","
                John Saxon
            ","
                Andrea Martin
            ","
                Marion Waldman
            ",Black Christmas,NA,"The rare slasher with enough intelligence to wind up the tension between bloody outbursts, Black Christmas offers fiendishly enjoyable holiday viewing for genre fans.","
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",71,34,75,23,132523,6.26,4,4,3.79,2406,792,3659,https://www.rottentomatoes.com/m/1002484-black_christmas
